id,РџРѕРєСѓРїР°С‚РµР»СЊСЃРєР°СЏ Р°РєС‚РёРІРЅРѕСЃС‚СЊ,РўРёРї СЃРµСЂРІРёСЃР°,Р Р°Р·СЂРµС€РёС‚СЊ СЃРѕРѕР±С‰Р°С‚СЊ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_6_РјРµСЃ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_С‚РµРє_РјРµСЃ,Р”Р»РёС‚РµР»СЊРЅРѕСЃС‚СЊ,РђРєС†РёРѕРЅРЅС‹Рµ_РїРѕРєСѓРїРєРё,РџРѕРїСѓР»СЏСЂРЅР°СЏ_РєР°С‚РµРіРѕСЂРёСЏ,РЎСЂРµРґРЅРёР№_РїСЂРѕСЃРјРѕС‚СЂ_РєР°С‚РµРіРѕСЂРёР№_Р·Р°_РІРёР·РёС‚,РќРµРѕРїР»Р°С‡РµРЅРЅС‹Рµ_РїСЂРѕРґСѓРєС‚С‹_С€С‚СѓРє_РєРІР°СЂС‚Р°Р»,РћС€РёР±РєР°_СЃРµСЂРІРёСЃР°,РЎС‚СЂР°РЅРёС†_Р·Р°_РІРёР·РёС‚
216161,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,606,0.15,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,6,1,4,12
216162,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,4,631,0.26,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,4,9
216163,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,3,348,0.23,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,3,8
216164,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,5,274,0.21,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,9,4
216165,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.4,4,142,0.15,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,3,6,10
216166,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,4,413,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,4,2,10
216167,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,5,791,0.24,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,1,4,8
216168,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,4,577,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,4,16
216169,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,3,748,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,1,5,6
216170,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,4,955,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,3,7
216171,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,5,508,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,3,5,6
216172,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,4,633,0.18,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,4,6,12
216173,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.6,5,234,0.23,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,6,7
216174,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.8,5,852,0.17,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,0,6,5
216175,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.7,3,152,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,3,7,14
216176,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.2,3,343,0.3,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,5,9
216177,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,4,666,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,2,2,8
216178,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,4,353,0.18,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,6,15
216179,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,4,677,0.18,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,1,6,9
216180,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,6.6,4,887,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,3,4,13
216181,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,5,921,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,2,8,8
216182,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.1,4,395,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,4,5,10
216183,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.3,4,192,0.25,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,4,2,8
216184,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,847,0.25,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,2,3,12
216185,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.3,4,330,0.27,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,2,2,7
216186,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,831,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,2,3,7
216187,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,5.9,4,894,0.2,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,2,14
216188,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.6,4,161,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,4,8
216189,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,4,940,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,7,8
216190,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,4,951,0.33,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,8,12
216191,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,4,177,0.44,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,2,7
216192,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,3,641,0.27,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,1,9
216193,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.2,4,191,0.19,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,5,13
216194,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.0,4,600,0.15,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,1,11
216195,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,732,0.11,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,1,4,9
216196,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,783,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,6,3,2,11
216197,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,5,406,0.25,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,0,6,12
216198,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,3,987,0.12,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,2,3,7
216199,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,3,1025,0.2,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,2,8,8
216200,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.2,3,967,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,5,15
216201,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,718,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,3,4,6
216202,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,1004,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,5,5
216203,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,4,1009,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,5,11
216204,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.2,4,622,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,5,18
216205,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.3,3,566,0.12,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,2,2,10
216206,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,747,0.14,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,7,13
216207,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,503,0.25,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,2,1,11
216208,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,3,827,0.12,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,5,8
216209,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,4,169,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,0,3,6
216210,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.3,5,185,0.3,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,5,5,11
216211,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,6.3,3,1030,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,2,5,9
216212,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,3,206,0.29,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,6,12
216213,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,4,410,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,2,8,11
216214,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,4,629,0.27,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,6,9
216215,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,3,603,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,0,3,9
216216,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,324,0.23,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,5,4
216217,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.4,4,866,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,2,4,12
216218,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,345,0.12,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,3,3,9
216219,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,3,784,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,1,6,6
216220,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.2,5,493,0.13,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,4,11
216221,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,5,245,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,5,2,7
216222,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,4,451,0.18,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,4,5,8
216223,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.6,5,319,0.21,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,4,3,11
216224,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,446,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,5,5
216225,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.8,5,958,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,3,5,10
216226,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,5,346,0.29,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,4,4,15
216227,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,4,264,0.14,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,5,12
216228,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,5,371,0.14,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,1,3,14
216229,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,3,370,0.21,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,4,12
216230,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,4,823,0.24,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,4,2,10
216231,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.4,3,888,0.13,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,6,11
216232,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.5,4,582,0.21,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,1,5,6
216233,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,1048,0.21,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,0,6,14
216234,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,3,490,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,3,5,14
216235,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.2,4,978,0.11,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,0,2,5
216236,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,5,602,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,3,3,12
216237,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,551,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,4,10
216238,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,4,693,0.27,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,0,5,4
216239,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,154,0.17,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,1,5,7
216240,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.2,4,202,0.11,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,2,0,10
216241,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,6.1,3,668,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,4,4,14
216242,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,5,1028,0.27,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,2,6,8
216243,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,5,812,0.11,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,8,5
216244,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.2,3,452,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,2,4,10
216245,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.8,3,992,0.24,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,1,8,15
216246,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.3,5,418,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,2,3,13
216247,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.4,5,149,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,3,2,12
216248,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,4,935,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,5,6,15
216249,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.0,3,668,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,1,2,9
216250,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,869,0.13,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,1,8,16
216251,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,4,320,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,4,3,8
216252,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,3,1036,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,2,4
216253,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,3,930,0.21,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,4,4
216254,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,1041,0.34,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,1,3,5
